Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
7,1680200522065,30/03/2023 18:22:02,1680189722065,-3,30/03/2023 12:22:02,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,26336.06699985695,26333.577999999994,26336.06699985695,26336.06699985695,26333.577999999994,26336.06699985695,1,26336.06699985695,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
8,1680200532687,30/03/2023 18:22:12,1680189732687,-3,30/03/2023 12:22:12,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,10623.789000047691,10616.99900000001,10623.789000047691,10623.789000047691,10616.99900000001,10623.789000047691,1,10623.789000047691,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
9,1680200540397,30/03/2023 18:22:20,1680189740397,-3,30/03/2023 12:22:20,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,7716.584999999992,7699.918999999994,7716.584999999992,7716.584999999992,7699.918999999994,7716.584999999992,1,7716.584999999992,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
10,1680200547686,30/03/2023 18:22:27,1680189747686,-3,30/03/2023 12:22:27,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,7305.970999952318,7300.140000000014,7305.970999952318,7305.970999952318,7300.140000000014,7305.970999952318,1,7305.970999952318,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
11,1680200556008,30/03/2023 18:22:36,1680189756008,-3,30/03/2023 12:22:36,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8328.330999952304,8316.688999999984,8328.330999952304,8328.330999952304,8316.688999999984,8328.330999952304,1,8328.330999952304,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
12,1680200556011,30/03/2023 18:22:36,1680189756011,-3,30/03/2023 12:22:36,127819,12,task-t5nj,,28559471,BLIND,8492129,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 111.0.1661.54,1600x900,1543x789,,collocation,7,BCA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680207620163,30/03/2023 20:20:20,1680189620163,-5,30/03/2023 10:20:20,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680207643526,30/03/2023 20:20:43,1680189643526,-5,30/03/2023 10:20:43,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,23377.875000047683,23367.148999999998,23377.875000047683,23377.875000047683,23367.148999999998,23377.875000047683,1,23377.875000047683,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
3,1680207659366,30/03/2023 20:20:59,1680189659366,-5,30/03/2023 10:20:59,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,15849.42599997616,15833.342,15849.42599997616,15849.42599997616,15833.342,15849.42599997616,1,15849.42599997616,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
4,1680207665207,30/03/2023 20:21:05,1680189665207,-5,30/03/2023 10:21:05,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5857.884000047685,5849.766000000003,5857.884000047685,5857.884000047685,5849.766000000003,5857.884000047685,1,5857.884000047685,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1680207685107,30/03/2023 20:21:25,1680189685107,-5,30/03/2023 10:21:25,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,19907.218000071523,19900.294,19907.218000071523,19907.218000071523,19900.294,19907.218000071523,1,19907.218000071523,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
6,1680207691001,30/03/2023 20:21:31,1680189691001,-5,30/03/2023 10:21:31,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,5899.763999999996,5883.097999999998,5899.763999999996,5899.763999999996,5883.097999999998,5899.763999999996,1,5899.763999999996,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
7,1680207730751,30/03/2023 20:22:10,1680189730751,-5,30/03/2023 10:22:10,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,39766.87599999999,39750.20999999999,39766.87599999999,39766.87599999999,39750.20999999999,39766.87599999999,1,39766.87599999999,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
8,1680207744412,30/03/2023 20:22:24,1680189744412,-5,30/03/2023 10:22:24,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,13678.01600004769,13666.713000000003,13678.01600004769,13678.01600004769,13666.713000000003,13678.01600004769,1,13678.01600004769,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
9,1680207746380,30/03/2023 20:22:26,1680189746380,-5,30/03/2023 10:22:26,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,1978.7030000238447,1966.5880000000034,1978.7030000238447,1978.7030000238447,1966.5880000000034,1978.7030000238447,1,1978.7030000238447,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
10,1680207750868,30/03/2023 20:22:30,1680189750868,-5,30/03/2023 10:22:30,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4499.819999999992,4483.153999999995,4499.819999999992,4499.819999999992,4483.153999999995,4499.819999999992,1,4499.819999999992,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
11,1680207756171,30/03/2023 20:22:36,1680189756171,-5,30/03/2023 10:22:36,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,5319.760999976163,5316.453999999998,5319.760999976163,5319.760999976163,5316.453999999998,5319.760999976163,1,5319.760999976163,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
12,1680207756176,30/03/2023 20:22:36,1680189756176,-5,30/03/2023 10:22:36,127819,12,task-t5nj,,28559492,BLIND,8492176,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 109.0.0.0,1366x768,1196x613,,collocation,7,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680211259982,30/03/2023 21:20:59,1680189659982,-6,30/03/2023 09:20:59,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680211271076,30/03/2023 21:21:11,1680189671076,-6,30/03/2023 09:21:11,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,11123.44800000596,11117.436999999998,11123.44800000596,11123.44800000596,11117.436999999998,11123.44800000596,1,11123.44800000596,0,0,,Click Response,Response,3,object-6,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
3,1680211278336,30/03/2023 21:21:18,1680189678336,-6,30/03/2023 09:21:18,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,7266.21099999404,7250.117000000002,7266.21099999404,7266.21099999404,7250.117000000002,7266.21099999404,1,7266.21099999404,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1680211283809,30/03/2023 21:21:23,1680189683809,-6,30/03/2023 09:21:23,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,5489.194000002979,5483.710999999999,5489.194000002979,5489.194000002979,5483.710999999999,5489.194000002979,1,5489.194000002979,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
5,1680211294680,30/03/2023 21:21:34,1680189694680,-6,30/03/2023 09:21:34,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,10876.783,10867.355,10876.783,10876.783,10867.355,10876.783,1,10876.783,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
6,1680211301542,30/03/2023 21:21:41,1680189701542,-6,30/03/2023 09:21:41,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,6871.527999994039,6866.972000000002,6871.527999994039,6871.527999994039,6866.972000000002,6871.527999994039,1,6871.527999994039,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
7,1680211306639,30/03/2023 21:21:46,1680189706639,-6,30/03/2023 09:21:46,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,5100.519,5083.639999999999,5100.519,5100.519,5083.639999999999,5100.519,1,5100.519,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
8,1680211313291,30/03/2023 21:21:53,1680189713291,-6,30/03/2023 09:21:53,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,6669.716000005959,6666.722000000002,6669.716000005959,6669.716000005959,6666.722000000002,6669.716000005959,1,6669.716000005959,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1680211319770,30/03/2023 21:21:59,1680189719770,-6,30/03/2023 09:21:59,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,6482.294000002978,6466.985999999997,6482.294000002978,6482.294000002978,6466.985999999997,6482.294000002978,1,6482.294000002978,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
10,1680211324537,30/03/2023 21:22:04,1680189724537,-6,30/03/2023 09:22:04,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,4782.90799999702,4767.165000000001,4782.90799999702,4782.90799999702,4767.165000000001,4782.90799999702,1,4782.90799999702,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
11,1680211337497,30/03/2023 21:22:17,1680189737497,-6,30/03/2023 09:22:17,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,12975.34300000596,12967.315000000002,12975.34300000596,12975.34300000596,12967.315000000002,12975.34300000596,1,12975.34300000596,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
12,1680211337507,30/03/2023 21:22:17,1680189737507,-6,30/03/2023 09:22:17,127819,12,task-t5nj,,28559527,BLIND,8492303,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1600x900,1600x757,,collocation,7,ACB,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680211374039,30/03/2023 21:22:54,1680189774039,-6,30/03/2023 09:22:54,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680211404169,30/03/2023 21:23:24,1680189804169,-6,30/03/2023 09:23:24,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,33900,33893,33900,33900,33893,33900,1,33900,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
3,1680211440428,30/03/2023 21:24:00,1680189840428,-6,30/03/2023 09:24:00,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,36369,36354,36369,36369,36354,36369,1,36369,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
4,1680211593644,30/03/2023 21:26:33,1680189993644,-6,30/03/2023 09:26:33,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,153232,153218,153232,153232,153218,153232,1,153232,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
5,1680211602147,30/03/2023 21:26:42,1680190002147,-6,30/03/2023 09:26:42,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,8517,8501,8517,8517,8501,8517,1,8517,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
6,1680211604398,30/03/2023 21:26:44,1680190004398,-6,30/03/2023 09:26:44,127819,12,task-t5nj,,28559627,BLIND,8491787,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,2560x1440,1604x1254,,collocation,7,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,2267,2251,2267,2267,2251,2267,1,2267,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
